Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureExtraArcs,measureMissingArcs,measureReversedArcs,measureDivergence,measureBayesScore,measureBDeuScore,measureMDLScore,measureAICScore,measureEntropyScore
exp5_kmeans_unit_norm_features2BEST1,1,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130926E7,248569.0,181213.0,36938.0,144275.0,0.0,20.383747302897696,79.61625269710231,0.0,0.17492264794806722,0.024481421704459643,0.11439938244267425,88.45380943292606,97.24448601079824,987460.7167052545,785102.7956463082,202357.9210589463,5.44917150924743,4.332486055891731,1.1166854533556991,307393.6119772611,1.6963110371621302,5649353.440610189,1.0,6.0,0.0,0.0,1.0,181207.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20383747302897695,0.027779343646442124,0.9722206563535581,0.7961625269710231,0.18418560420393484,0.20383747302897695,0.18829762344190412,0.1657151847761958,0.8544947437659761,0.17527060334498637,0.1713534626059105,0.20383747302897695,5.447,3.22,4.81,3.22,4810.0,3220.0,1.0854812E7,4.3008261E7,4783911.0,84.5071821558056,20.978075524382852,?,0.0,0.0,0.0,0.0,-3.189953631556438E7,-3.845874861291487E7,-3.6133056269892104E7,-3.302696994229866E7,-3.243099094229856E7
exp5_kmeans_unit_norm_features2BEST1,1,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130927E7,248569.0,180112.0,34781.0,145331.0,0.0,19.31076219241361,80.6892378075864,0.0,0.1636499851086453,0.02459996725445481,0.11475078974260429,88.87055823512455,97.5288847815078,981994.4942675798,784551.9744100958,197442.51985748392,5.45213253013447,4.355911734976547,1.0962207951579235,300390.59124315064,1.6677988764943514,5520974.044051392,0.0,0.0,0.0,0.0,1.0,180108.0,1.0,4.0,NaN,0.0,NaN,NaN,0.9997334932373909,0.047619047619047616,0.19310762192413608,0.028588930695548256,0.9714110693044519,0.8068923780758639,NaN,0.19310762192413608,NaN,NaN,0.8537492843024299,0.16734460561390516,NaN,0.19310762192413608,4.458,3.031,4.23,3.03,4230.0,3030.0,1.0854812E7,4.3008261E7,4783911.0,84.4385715554766,21.00404192946589,?,0.0,0.0,0.0,0.0,-3.191205885936509E7,-3.847127115671464E7,-3.614554837992648E7,-3.303946205233308E7,-3.2443483052332956E7
exp5_kmeans_unit_norm_features2BEST1,1,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130927E7,248569.0,180524.0,35287.0,145237.0,0.0,19.54698544237885,80.45301455762115,0.0,0.16605761878773875,0.024631990944827202,0.1149331697088347,88.99809172547292,97.69853598993556,983207.2079405991,784781.9575831754,198425.25035742368,5.446407169908705,4.34724445272194,1.0991627171867657,299818.9710314738,1.6608261008590202,5509837.027435691,0.0,0.0,0.0,0.0,1.0,180521.0,1.0,3.0,NaN,0.0,NaN,NaN,0.9997396424792684,0.06,0.19546985442378853,0.02829353743351607,0.9717064625664836,0.8045301455762115,NaN,0.19546985442378853,NaN,NaN,0.8519246364344067,0.16513122600953906,NaN,0.19546985442378853,4.5,3.076,4.13,3.08,4130.0,3080.0,1.0854812E7,4.3008261E7,4783911.0,84.54332941880304,21.09402153097184,?,0.0,0.0,0.0,0.0,-3.1907103089660525E7,-3.846631538701096E7,-3.6140584294975534E7,-3.3034497967382193E7,-3.2438518967382073E7
exp5_kmeans_unit_norm_features2BEST1,1,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130927E7,248569.0,180972.0,36093.0,144879.0,0.0,19.943969232809497,80.0560307671905,0.0,0.17026836446753088,0.02450185659149478,0.11442611108978847,88.522249672217,97.26051444379777,986701.163542157,780042.6204281936,206658.54311396345,5.452231082941875,4.310294523065411,1.141936559876464,307687.1985558408,1.7001922869606394,5655104.332043424,1.0,29.0,1.6027146670498444E-4,29.0,0.9998397285332951,180914.0,0.0,0.0,0.5,1.0,0.6666666666666666,0.7070501143954702,1.0,1.0,0.19943969232809494,0.028181006447523926,0.9718189935524758,0.800560307671905,NaN,0.19943969232809494,NaN,NaN,0.8561374073641175,0.1724879211869353,NaN,0.19943969232809494,4.307,2.999,4.07,3.0,4070.0,3000.0,1.0854812E7,4.3008261E7,4783911.0,84.88605972194594,20.93720891313874,?,0.0,0.0,0.0,0.0,-3.190504084819234E7,-3.8464253145543255E7,-3.6138500845087655E7,-3.3032414517494295E7,-3.243643551749422E7
exp5_kmeans_unit_norm_features2BEST1,1,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130927E7,248569.0,181195.0,36708.0,144487.0,0.0,20.258837164380914,79.74116283561908,0.0,0.17294186087476524,0.02453825821813704,0.11443631231802558,88.67575883702048,97.29633348343897,984369.4947086169,789618.43300017,194751.06170844682,5.432652637813499,4.357837870803113,1.0748147670103856,301674.4658519853,1.6649160619883845,5542369.100125138,1.0,6.0,0.0,0.0,1.0,181189.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20258837164380916,0.02850454095961164,0.9714954590403885,0.7974116283561908,0.1844911426192357,0.20258837164380916,0.18588067628506927,0.16388157733963993,0.8519587249336688,0.17207344500401628,0.1731211245002624,0.20258837164380916,4.422,2.963,4.13,2.96,4130.0,2960.0,1.0854812E7,4.3008261E7,4783911.0,83.94160986782195,21.018240017660354,?,0.0,0.0,0.0,0.0,-3.1892954056162976E7,-3.8452166353513524E7,-3.612640867263467E7,-3.302032234504128E7,-3.2424343345041204E7
exp5_kmeans_unit_norm_features2BEST1,1,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130927E7,248569.0,180551.0,36550.0,144001.0,0.0,20.24358768436619,79.75641231563381,0.0,0.17288307709100872,0.024510499890566532,0.11441449500475932,88.5780177688797,97.28097110877727,981288.0695525969,780876.3935464891,200411.67600610782,5.434963359674534,4.324962994093021,1.1100003655815134,302093.581513409,1.6731758977430697,5550346.437949732,1.0,7.0,0.0,0.0,1.0,180544.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2024358768436619,0.028402519854291517,0.9715974801457083,0.7975641231563381,0.18283025555985083,0.2024358768436619,0.18687589867113885,0.16385760290812723,0.8537926843396585,0.17306248728045828,0.17295168997304686,0.2024358768436619,4.394,2.902,4.14,2.9,4140.0,2900.0,1.0854812E7,4.3008261E7,4783911.0,84.68909061705557,21.09134182110799,?,0.0,0.0,0.0,0.0,-3.191173829302287E7,-3.847095059037327E7,-3.614521315052934E7,-3.3039126822936043E7,-3.2443147822935984E7
exp5_kmeans_unit_norm_features2BEST1,1,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130927E7,248569.0,181330.0,36446.0,144884.0,0.0,20.099266530634754,79.90073346936525,0.0,0.1712188751936879,0.024586145812414337,0.11460821561409944,88.84747704762549,97.4408293214419,984913.2258810423,784519.3399567073,200393.885924335,5.431606606083066,4.326472949631651,1.1051336564514145,302192.76848514826,1.6665348728017881,5551792.054903192,0.0,0.0,0.0,0.0,1.0,181328.0,1.0,2.0,NaN,0.0,NaN,NaN,1.0,1.0,0.20099266530634755,0.028791801399273544,0.9712081986007269,0.7990073346936525,NaN,0.20099266530634755,NaN,NaN,0.8532597180569761,0.16788281243428846,NaN,0.20099266530634755,4.291,2.922,4.07,2.92,4070.0,2920.0,1.0854812E7,4.3008261E7,4783911.0,84.63960734572326,21.1260291024257,?,0.0,0.0,0.0,0.0,-3.1899324442345113E7,-3.8458536739695616E7,-3.61327477539245E7,-3.302666142633106E7,-3.2430682426330987E7
exp5_kmeans_unit_norm_features2BEST1,1,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130928E7,248569.0,180134.0,34667.0,145467.0,0.0,19.245117523621303,80.7548824763787,0.0,0.16279040243197931,0.024638281243097977,0.11486694856718704,89.02426994949325,97.6465027058541,980065.4994550865,784267.766011411,195797.73344367556,5.4407579882481185,4.353801980811013,1.0869560074371054,300165.48042203125,1.6663455006941013,5515568.773705927,0.0,0.0,0.0,0.0,1.0,180128.0,1.0,6.0,NaN,0.0,NaN,NaN,0.9995225617338781,0.06521739130434782,0.19245117523621305,0.02890790500556794,0.971092094994432,0.807548824763787,NaN,0.19245117523621305,NaN,NaN,0.8510641553670025,0.16419295674729606,NaN,0.19245117523621305,4.29,3.014,4.07,3.01,4070.0,3010.0,1.0854812E7,4.3008261E7,4783911.0,84.61423162756614,21.098713814636152,?,0.0,0.0,0.0,0.0,-3.191567444930393E7,-3.8474886746654145E7,-3.614922302169468E7,-3.304313669410129E7,-3.2447157694101185E7
exp5_kmeans_unit_norm_features2BEST1,1,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130928E7,248570.0,180545.0,36426.0,144119.0,0.0,20.175579495416656,79.82442050458334,0.0,0.17193244673899982,0.02456819521209893,0.1145452305956881,88.78642648213038,97.39200901606283,980182.0531853971,785560.1445516925,194621.90863370453,5.429017991001673,4.351049015767219,1.0779689752344541,299197.28626502724,1.6571895442411988,5496458.7389835995,0.0,0.0,0.0,0.0,1.0,180539.0,1.0,6.0,NaN,0.0,NaN,NaN,0.9997673632843873,0.125,0.20175579495416654,0.02878099768751498,0.9712190023124851,0.7982442050458335,NaN,0.20175579495416654,NaN,NaN,0.8508600153114892,0.17075897072580767,NaN,0.20175579495416654,4.353,2.997,4.16,3.0,4160.0,3000.0,1.0854812E7,4.3008434E7,4783738.0,84.42493561162037,21.1463624027251,?,0.0,0.0,0.0,0.0,-3.190409387062209E7,-3.846330616797267E7,-3.6137679684658416E7,-3.303159215824745E7,-3.2435613158247367E7
exp5_kmeans_unit_norm_features2BEST1,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 3 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808130928E7,248570.0,180383.0,36501.0,143882.0,0.0,20.23527716026455,79.76472283973546,0.0,0.17332109969094878,0.024530852436289097,0.11439071289744106,88.6165430258084,97.21751433595983,984052.9989566093,775511.7102586732,208541.2886979361,5.455353325738065,4.29925054056465,1.156102785173415,305514.7457530212,1.6937003251582534,5615538.666510706,0.0,0.0,0.0,0.0,1.0,180379.0,1.0,4.0,NaN,0.0,NaN,NaN,0.9998447712871232,0.125,0.20235277160264548,0.028007124830771172,0.9719928751692286,0.7976472283973545,NaN,0.20235277160264548,NaN,NaN,0.8550898554718978,0.17229734744719247,NaN,0.20235277160264548,4.268,2.975,4.07,2.98,4070.0,2980.0,1.0862687E7,4.3008434E7,4783738.0,84.92707184158152,21.16253432181203,?,0.0,0.0,0.0,0.0,-3.191981265813274E7,-3.849003289178601E7,-3.6161097835221395E7,-3.3049902803720698E7,-3.2452943803720586E7
