all_scores,batch_fit_time,dbi,mia,n_sample,preprocessing,silhouette,t0,total_sample,transform,experiment_name,som_dim,n_clust,amd_bin,date,best_clusters
9.65071261398,1.37107849121094,2.02017012879497,1.05053544165494,531067,zero-one,0.219907109802126,1532314188.41771,531067,,exp4_kmeans_zero-one,0,6,1-50,2018-07-23,
9.20868834131,1.47508454322815,1.94640361989283,1.02083486318484,531067,zero-one,0.215769781685778,1532314194.08004,531067,,exp4_kmeans_zero-one,0,7,1-50,2018-07-23,
7.68003705281,1.45408320426941,1.69537203780779,1.00335856598055,531067,zero-one,0.221491907520843,1532314199.59335,531067,,exp4_kmeans_zero-one,0,8,1-50,2018-07-23,
9.41234065065,1.42808175086975,1.91474449313891,1.00025991152777,531067,zero-one,0.203482027307696,1532314205.10567,531067,,exp4_kmeans_zero-one,0,9,1-50,2018-07-23,
4.87875609649,3.47819900512695,1.23662727254648,1.28295503876745,768122,zero-one,0.32519297112037,1532314244.46492,768122,,exp4_kmeans_zero-one,0,2,50-150,2018-07-23,
11.0623023308,2.34013390541077,1.73925067805037,1.14252834928005,768122,zero-one,0.179631974135817,1532314251.32031,768122,,exp4_kmeans_zero-one,0,3,50-150,2018-07-23,
18.2289739316,2.9591691493988,2.18942880182589,1.13011485348395,768122,zero-one,0.135734793349867,1532314258.86274,768122,,exp4_kmeans_zero-one,0,4,50-150,2018-07-23,
15.2347003454,3.29418849945068,1.95618532926424,1.08391510890082,768122,zero-one,0.139178243492206,1532314266.62019,768122,,exp4_kmeans_zero-one,0,5,50-150,2018-07-23,
18.4005968481,3.36319231987,2.13530732191257,1.06631950595951,768122,zero-one,0.123741630087632,1532314274.47463,768122,,exp4_kmeans_zero-one,0,6,50-150,2018-07-23,
16.4981108116,3.63320779800415,2.0390804478902,1.05487875706304,768122,zero-one,0.130377512490984,1532314282.47409,768122,,exp4_kmeans_zero-one,0,7,50-150,2018-07-23,
16.9683189533,4.24524307250977,2.03515410719562,1.02915136196072,768122,zero-one,0.123434833290246,1532314291.12859,768122,,exp4_kmeans_zero-one,0,8,50-150,2018-07-23,
17.4145858751,4.01022934913635,2.03738640072516,1.02038012570419,768122,zero-one,0.119377434903992,1532314299.51007,768122,,exp4_kmeans_zero-one,0,9,50-150,2018-07-23,
12.0757589643,4.67826771736145,1.87939198344879,1.20846921488134,1141688,zero-one,0.188078228573893,1532314359.42749,1141688,,exp4_kmeans_zero-one,0,2,150-400,2018-07-23,
35.386084975,4.55926060676575,2.68375792236887,1.15968840924128,1141688,zero-one,0.087953300230282,1532314368.65202,1141688,,exp4_kmeans_zero-one,0,3,150-400,2018-07-23,
27.7747680194,4.99228525161743,2.48037462741581,1.12319091761939,1141688,zero-one,0.10030450126041,1532314378.54459,1141688,,exp4_kmeans_zero-one,0,4,150-400,2018-07-23,
27.0656388233,2.96316933631897,2.42183944578639,1.07672172560628,1141688,zero-one,0.096345302035128,1532314386.43104,1141688,,exp4_kmeans_zero-one,0,5,150-400,2018-07-23,
31.7925109839,2.98417067527771,2.52487911003161,1.06330923110744,1141688,zero-one,0.084445272865793,1532314394.4755,1141688,,exp4_kmeans_zero-one,0,6,150-400,2018-07-23,
27.4742110665,2.89316558837891,2.37432257599508,1.04231609543577,1141688,zero-one,0.090077004603641,1532314402.28094,1141688,,exp4_kmeans_zero-one,0,7,150-400,2018-07-23,
28.0113316598,5.38930821418762,2.37655760347148,1.00798268116759,1141688,zero-one,0.085519993629233,1532314412.45353,1141688,,exp4_kmeans_zero-one,0,8,150-400,2018-07-23,
22.8696727137,5.80933213233948,2.22371699536443,1.00506728296998,1141688,zero-one,0.097727030316551,1532314422.81712,1141688,,exp4_kmeans_zero-one,0,9,150-400,2018-07-23,
9.22427311083,1.01605820655823,1.62615733506673,1.1561189227537,405034,zero-one,0.203813486857714,1532314439.41407,405034,,exp4_kmeans_zero-one,0,2,400-600,2018-07-23,
28.3697013423,1.09906315803528,2.60131135703762,1.1209986525278,405034,zero-one,0.102788058670867,1532314444.74437,405034,,exp4_kmeans_zero-one,0,3,400-600,2018-07-23,
33.0050017924,1.53008770942688,2.57379067095079,1.09045011326376,405034,zero-one,0.085035303021821,1532314450.65471,405034,,exp4_kmeans_zero-one,0,4,400-600,2018-07-23,
30.0472427573,1.76310062408447,2.49113608578403,1.06356746425489,405034,zero-one,0.088177518026311,1532314456.64605,405034,,exp4_kmeans_zero-one,0,5,400-600,2018-07-23,
27.502546589,1.01405787467957,2.32914353221186,1.03389667145941,405034,zero-one,0.087558937042994,1532314461.86835,405034,,exp4_kmeans_zero-one,0,6,400-600,2018-07-23,
28.0746460399,1.07506155967712,2.36442426898367,1.01359285864538,405034,zero-one,0.085363981096713,1532314467.09965,405034,,exp4_kmeans_zero-one,0,7,400-600,2018-07-23,
27.3177789504,1.63409352302551,2.35756725123365,0.997534822445612,405034,zero-one,0.086088822727385,1532314472.83698,405034,,exp4_kmeans_zero-one,0,8,400-600,2018-07-23,
29.6881624522,1.97611284255981,2.445095588194,0.986131832442908,405034,zero-one,0.081217104519776,1532314478.78132,405034,,exp4_kmeans_zero-one,0,9,400-600,2018-07-23,
23.5984467899,1.4690842628479,2.51268014617036,1.10722694527178,358827,zero-one,0.117893655775597,1532314493.64717,358827,,exp4_kmeans_zero-one,0,2,600-1200,2018-07-23,
28.8955983769,1.2070689201355,2.63936728050293,1.06830856439277,358827,zero-one,0.097580906045271,1532314499.22249,358827,,exp4_kmeans_zero-one,0,3,600-1200,2018-07-23,
33.1640065333,1.45408320426941,2.68046632241788,1.04293474611502,358827,zero-one,0.084294744684516,1532314504.86681,358827,,exp4_kmeans_zero-one,0,4,600-1200,2018-07-23,
31.4457028803,1.52408742904663,2.55840116490048,1.02490881989877,358827,zero-one,0.08338588991727,1532314510.64114,358827,,exp4_kmeans_zero-one,0,5,600-1200,2018-07-23,
30.3164340999,1.67109560966492,2.46219781728824,1.00368449134408,358827,zero-one,0.081515845685874,1532314516.45047,358827,,exp4_kmeans_zero-one,0,6,600-1200,2018-07-23,
