Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureExtraArcs,measureMissingArcs,measureReversedArcs,measureDivergence,measureBayesScore,measureBDeuScore,measureMDLScore,measureAICScore,measureEntropyScore
exp5_kmeans_unit_norm_features1BEST1,1,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.0180814075E7,248569.0,181213.0,28706.0,152507.0,0.0,15.841026857896509,84.15897314210349,0.0,0.12580506909541478,0.025832645877625165,0.11591760652688474,93.33591664700889,98.53504298379802,987460.7167052545,876741.5335609698,110719.18314428476,5.44917150924743,4.838182324452273,0.6109891847951568,244157.80519384838,1.3473525916675315,4487190.634676343,0.0,0.0,0.0,0.0,1.0,181207.0,1.0,6.0,NaN,0.0,NaN,NaN,0.9999779257975685,0.5454545454545454,0.1584102685789651,0.031707418126909484,0.9682925818730902,0.8415897314210349,NaN,0.1584102685789651,NaN,NaN,0.8052940942205298,0.12047795345605694,NaN,0.1584102685789651,1.319,1.862,0.94,1.63,940.0,1630.0,1053633.0,3.3065289E7,3678939.0,83.12041630567343,26.866489395668115,?,0.0,0.0,0.0,0.0,-2.5830441649351507E7,-2.6311063051678043E7,-2.617385480344482E7,-2.588601573229196E7,-2.5830786732291967E7
exp5_kmeans_unit_norm_features1BEST1,1,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.0180814075E7,248569.0,180112.0,27200.0,152912.0,0.0,15.101714488762548,84.89828551123745,0.0,0.11817998768068265,0.025839480655305707,0.11602805566996134,93.34846045077033,98.61445745376543,981994.4942675798,870307.3536717491,111687.14059583063,5.45213253013447,4.832034254640163,0.6200982754943071,241255.4012809434,1.3394743341972961,4434109.61357686,0.0,0.0,8.328336331534413E-5,15.0,0.9999167166366847,180093.0,1.0,4.0,0.0,0.0,0.0,-4.3008657270313844E-5,0.9996224487529705,0.038461538461538464,0.15101714488762547,0.032204322851480026,0.9677956771485201,0.8489828551123745,NaN,0.15101714488762547,NaN,NaN,0.8057179780571242,0.11634401728202526,NaN,0.15101714488762547,0.764,1.52,0.71,1.52,710.0,1520.0,1053633.0,3.3065289E7,3678939.0,82.99113884693968,26.739901521593307,?,0.0,0.0,0.0,0.0,-2.584730444857486E7,-2.6327925850901224E7,-2.6190696261346284E7,-2.5902857190193444E7,-2.584762819019345E7
exp5_kmeans_unit_norm_features1BEST1,1,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.0180814075E7,248569.0,180524.0,27427.0,153097.0,0.0,15.192993729365625,84.80700627063437,0.0,0.11898957431310707,0.025894639616245902,0.11612609597746859,93.56018021144511,98.71257876178917,983207.2079405991,881359.9239962942,101847.28394430492,5.446407169908705,4.882231304404368,0.564175865504337,238824.2708325966,1.3229502494549013,4388924.443162186,0.0,0.0,8.309282576542342E-5,15.0,0.9999169071742345,180506.0,1.0,3.0,0.0,0.0,0.0,-3.7161476532171374E-5,0.9994460478282305,0.02912621359223301,0.15192993729365625,0.03213076548332018,0.9678692345166795,0.8480700627063438,NaN,0.15192993729365625,NaN,NaN,0.8023698128289856,0.11401773776022385,NaN,0.15192993729365625,0.665,1.566,0.64,1.53,640.0,1530.0,1053633.0,3.3065289E7,3678939.0,82.46382752431809,26.805260558944823,?,0.0,0.0,0.0,0.0,-2.5835552162772916E7,-2.6316173565099284E7,-2.6178942392508414E7,-2.5891103321355563E7,-2.583587432135557E7
exp5_kmeans_unit_norm_features1BEST1,1,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.0180814075E7,248569.0,180972.0,28708.0,152264.0,0.0,15.86322746060164,84.13677253939836,0.0,0.12587196321552035,0.025822656491703604,0.11594587062581849,93.2941402469872,98.55228773660119,986701.163542157,871299.8271723503,115401.33636980678,5.452231082941875,4.814555993039533,0.6376750899023428,245325.76566133203,1.3556006766866258,4508938.970047809,0.0,0.0,1.8790447820584384E-4,34.0,0.9998120955217942,180909.0,1.0,29.0,0.0,0.0,0.0,-1.735412300685163E-4,0.9990825840181715,0.1457286432160804,0.1586322746060164,0.03190602732846864,0.9680939726715311,0.8413677253939836,NaN,0.1586322746060164,NaN,NaN,0.8073673748404931,0.11818782415854204,NaN,0.1586322746060164,0.711,1.642,0.65,1.61,650.0,1610.0,1053633.0,3.3065289E7,3678939.0,82.94874345202572,26.715340336785136,?,0.0,0.0,0.0,0.0,-2.5839795950959697E7,-2.6320417353286203E7,-2.61831613239798E7,-2.5895322252826948E7,-2.5840093252826955E7
exp5_kmeans_unit_norm_features1BEST1,1,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808140751E7,248569.0,181195.0,27081.0,154114.0,0.0,14.945776649466044,85.05422335053396,0.0,0.11591420703521328,0.025834876959698345,0.1158127307677377,93.36144800893028,98.46659549016788,984369.4947086169,866638.9304727325,117730.56423588435,5.432652637813499,4.782907533169969,0.6497451046435296,241656.04863127915,1.3336794537999346,4439709.582346559,0.0,0.0,2.7595494207705767E-5,5.0,0.9999724045057923,181184.0,1.0,6.0,0.0,0.0,0.0,-3.0229265907089074E-5,0.9998730607266445,0.20689655172413793,0.14945776649466044,0.03274649122686229,0.9672535087731378,0.8505422335053395,NaN,0.14945776649466044,NaN,NaN,0.8048585446281008,0.12109737993041524,NaN,0.14945776649466044,0.718,1.543,0.68,1.54,680.0,1540.0,1016113.0,3.3065289E7,3678939.0,83.74568834680869,27.518387845770555,?,0.0,0.0,0.0,0.0,-2.5865326182982996E7,-2.631911149421389E7,-2.6188998523301493E7,-2.5915752318201404E7,-2.5863323318201397E7
exp5_kmeans_unit_norm_features1BEST1,1,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808140751E7,248569.0,180551.0,28827.0,151724.0,0.0,15.966125914561538,84.03387408543847,0.0,0.12662854691987444,0.025792757497765967,0.11572215910805135,93.21194354036129,98.3928130466982,981288.0695525969,869986.5303090538,111301.53924354305,5.434963359674534,4.818508511772595,0.6164548479019394,244430.1899837631,1.3538013635137058,4490900.559711288,0.0,0.0,7.200460829493088E-5,13.0,0.9999279953917051,180531.0,1.0,7.0,0.0,0.0,0.0,-5.283781531888293E-5,0.9992522598369372,0.04929577464788732,0.15966125914561535,0.032091740574937806,0.9679082594250618,0.8403387408543846,NaN,0.15966125914561535,NaN,NaN,0.8066926694478513,0.12082636686971819,NaN,0.15966125914561535,0.676,1.531,0.65,1.53,650.0,1530.0,1053633.0,3.3065289E7,3678939.0,83.1249896151226,26.954869103071484,?,0.0,0.0,0.0,0.0,-2.5842943269242905E7,-2.63235646715693E7,-2.618634088717472E7,-2.5898501816021875E7,-2.5843272816021875E7
exp5_kmeans_unit_norm_features1BEST1,1,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808140751E7,248569.0,181330.0,27857.0,153473.0,0.0,15.362598577179728,84.63740142282028,0.0,0.12005360209047654,0.0258494341495948,0.11596362937867664,93.412648929324,98.59321303657455,984913.2258810423,878575.1599125587,106338.06596848357,5.431606606083066,4.84517266813301,0.5864339379500555,241911.7836622303,1.3340968602119356,4444328.450531523,0.0,0.0,1.2132709785581929E-4,22.0,0.9998786729021442,181306.0,1.0,2.0,0.0,0.0,0.0,-3.65835139963987E-5,0.9998124944851319,0.05555555555555555,0.15362598577179729,0.03281091821085126,0.9671890817891484,0.8463740142282027,NaN,0.15362598577179729,NaN,NaN,0.8045689391556468,0.11633744918971858,NaN,0.15362598577179729,0.592,1.493,0.59,1.49,590.0,1490.0,1053633.0,3.3065289E7,3678939.0,83.08167429548337,26.894549006941407,?,0.0,0.0,0.0,0.0,-2.583365034271974E7,-2.6314271745046183E7,-2.617703520153318E7,-2.5889196130380325E7,-2.5833967130380318E7
exp5_kmeans_unit_norm_features1BEST1,1,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808140751E7,248569.0,180134.0,26915.0,153219.0,0.0,14.941654546060155,85.05834545393985,0.0,0.11648676749628177,0.02589946793411706,0.1161654474944751,93.5812527735059,98.75033527561038,980065.4994550865,875134.1012284292,104931.3982266573,5.4407579882481185,4.858239428583328,0.58251855966479,239576.52657680528,1.3299905990918166,4402241.080626832,0.0,0.0,2.7758038728015634E-5,5.0,0.999972241961272,180123.0,1.0,6.0,0.0,0.0,0.0,-3.0407323522223092E-5,0.9993393586782733,0.048,0.14941654546060154,0.032268148559665484,0.9677318514403345,0.8505834545393984,NaN,0.14941654546060154,NaN,NaN,0.8025510324001361,0.11409711132865476,NaN,0.14941654546060154,0.63,1.579,0.6,1.58,600.0,1580.0,1053633.0,3.3065289E7,3678939.0,83.04262382448621,26.92127606591313,?,0.0,0.0,0.0,0.0,-2.5847598473676924E7,-2.6328219876003437E7,-2.6191015518622488E7,-2.5903176447469637E7,-2.5847947447469637E7
exp5_kmeans_unit_norm_features1BEST1,1,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808140751E7,248570.0,180545.0,26862.0,153683.0,0.0,14.878285192057382,85.12171480794262,0.0,0.11481299158928714,0.025869077677272898,0.1160982457365358,93.48765521948515,98.71245914578842,980182.0531853971,875057.9062327045,105124.14695269254,5.429017991001673,4.846757906520283,0.5822600844813899,238756.80430947797,1.3224226885789025,4386125.756422084,0.0,0.0,9.41624801289472E-5,17.0,0.999905837519871,180522.0,1.0,6.0,0.0,0.0,0.0,-5.594255328262574E-5,0.9993907133638715,0.05172413793103448,0.1487828519205738,0.03348652837943581,0.9665134716205642,0.8512171480794262,NaN,0.1487828519205738,NaN,NaN,0.8010142382554881,0.11666409466428318,NaN,0.1487828519205738,0.66,1.536,0.63,1.53,630.0,1530.0,1053633.0,3.3065422E7,3678806.0,83.23354288404553,26.81149535335524,?,0.0,0.0,0.0,0.0,-2.5837919774059404E7,-2.631854117638591E7,-2.6181334121212E7,-2.5893494938965477E7,-2.5838265938965477E7
exp5_kmeans_unit_norm_features1BEST1,1,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 2 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',746037443258775954,2.01808140751E7,248570.0,180383.0,27147.0,153236.0,0.0,15.049644367817367,84.95035563218264,0.0,0.11802143056283033,0.02588247851032397,0.11605550927966415,93.49922822623493,98.63237890018661,984052.9989566093,869586.4312620437,114466.56769456563,5.455353325738065,4.820778184540914,0.6345751411971506,242868.89039911452,1.3464067589468771,4464071.420079047,0.0,0.0,4.989494342467804E-5,9.0,0.9999501050565753,180370.0,1.0,4.0,0.0,0.0,0.0,-3.326375664555134E-5,0.9998835784653424,0.16,0.15049644367817366,0.031739648340709394,0.9682603516592906,0.8495035563218263,NaN,0.15049644367817366,NaN,NaN,0.8066586264873779,0.1152869349001688,NaN,0.15049644367817366,0.59,1.507,0.59,1.51,590.0,1510.0,1053633.0,3.3065422E7,3678806.0,83.64757211045386,26.948382053741568,?,0.0,0.0,0.0,0.0,-2.5845520602942348E7,-2.6326142005268805E7,-2.618888755550065E7,-2.5901048373254128E7,-2.5845819373254128E7
