Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureExtraArcs,measureMissingArcs,measureReversedArcs,measureDivergence,measureBayesScore,measureBDeuScore,measureMDLScore,measureAICScore,measureEntropyScore,measureNumRules
exp7_kmeans_unit_norm_features1BEST1,2,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258099,165940,25402,140538,0,15.3079426298662,84.6920573701338,0,0.099585778231589,0.037097544196003,0.139341076008023,95.0090797223042,99.6991780769149,828311.011980797,836414.120025828,-8103.10804503132,4.9916295768398,5.04046113068475,-0.048831553844952,174510.98139534,1.05165108711185,3508846.42312472,0.072252374491181,213,0.011675419652498,1903,0.988324580347502,161089,0.92774762550882,2735,0.100661625708885,0.072252374491181,0.084123222748815,0.071319407635473,0.777749300637442,0.070901186023677,0.153079426298662,0.053743925984062,0.946256074015938,0.846920573701338,NaN,0.153079426298662,NaN,NaN,0.747382287369293,0.106746709757271,NaN,0.153079426298662,0.224,0.696,0.22,0.7,220,700,61799,32266955,3589330,79.1189586597565,33.0252021261703,?,0,0,0,0,-23430792.0482539,-23447079.0633303,-23442497.1270304,-23427637.1365952,-23424796.1365952,?
exp7_kmeans_unit_norm_features1BEST1,2,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258099,166553,26346,140207,0,15.818388140712,84.181611859288,0,0.104205321716711,0.037044910528199,0.139170224823286,94.9411686919426,99.6558203488058,827492.698008858,834993.61954673,-7500.92153787275,4.96834459906971,5.01338084301532,-0.045036243945608,176407.450382341,1.05916705422503,3545151.48097178,0.059577416002771,172,0.015776031674264,2582,0.984223968325736,161084,0.940422583997229,2715,0.062454611474219,0.059577416002771,0.060982095373161,0.044828362133527,0.748641259437899,0.047577637262036,0.15818388140712,0.053750127483023,0.946249872516977,0.84181611859288,NaN,0.15818388140712,NaN,NaN,0.748548467728517,0.107491853357123,NaN,0.15818388140712,0.236,0.698,0.24,0.69,240,690,61799,32266955,3589330,78.8751928815452,32.7909838591577,?,0,0,0,0,-23419706.1459402,-23435993.1610166,-23431417.0146726,-23416557.0242374,-23413716.0242374,?
exp7_kmeans_unit_norm_features1BEST1,2,3,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258099,167570,25974,141596,0,15.500387897595,84.499612102405,0,0.100842795218994,0.037066390798001,0.139068340532472,94.9451441856739,99.5226320336825,835141.195713084,842532.742744714,-7391.54703163018,4.98383478971823,5.02794499459756,-0.044110204879335,177407.602340484,1.05870741982744,3566487.77986511,0.043973941368078,135,0.011009118541034,1811,0.988990881458966,162689,0.956026058631922,2935,0.069373072970195,0.043973941368078,0.053827751196172,0.041263858190782,0.776801256398325,0.059259930849034,0.15500387897595,0.054279201294568,0.945720798705432,0.84499612102405,NaN,0.15500387897595,NaN,NaN,0.748349422752122,0.109108516240906,NaN,0.15500387897595,0.223,0.697,0.22,0.7,220,700,61799,32266955,3589330,79.194366533389,33.0486558769861,?,0,0,0,0,-23399884.1349403,-23416171.1500167,-23411595.7126187,-23396735.7221835,-23393894.7221835,?
exp7_kmeans_unit_norm_features1BEST1,2,4,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258099,167504,25433,142071,0,15.1835180055402,84.8164819944598,0,0.098227796250365,0.037081282575602,0.139153742994616,94.9995870297017,99.6029705583865,833925.356183138,850187.496683417,-16262.1405002784,4.97853995237808,5.07562503990004,-0.09708508752196,176076.885096788,1.05118018134963,3539315.59124189,0.09378021269739,291,0.012280947196185,2019,0.987719052803815,162382,0.90621978730261,2812,0.125974025974026,0.09378021269739,0.107518935895067,0.094230975140019,0.774411065585348,0.062716735374426,0.151835180055402,0.053793472390551,0.946206527609449,0.848164819944598,NaN,0.151835180055402,NaN,NaN,0.744512699060082,0.107970733883274,NaN,0.151835180055402,0.226,0.705,0.22,0.71,220,710,61799,32266955,3589330,78.8106552679339,32.9265971839138,?,0,0,0,0,-23394506.1344621,-23410793.1495385,-23406220.350703,-23391360.3602678,-23388519.3602678,?
exp7_kmeans_unit_norm_features1BEST1,2,5,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258099,170080,26693,143387,0,15.6943791157103,84.3056208842897,0,0.102113325313958,0.037014594580768,0.138938915445561,94.8786202460149,99.5082104566766,843580.406097727,849066.63807894,-5486.23198121204,4.95990361064045,4.99216038381314,-0.032256773172696,180201.479180309,1.05951010806861,3620690.64335354,0.063047285464098,180,0.014429660636867,2413,0.985570339363134,164812,0.936952714535902,2675,0.069417662938681,0.063047285464098,0.066079295154185,0.050974806554914,0.743204008777251,0.052146397308403,0.156943791157103,0.054906674335518,0.945093325664482,0.843056208842897,NaN,0.156943791157103,NaN,NaN,0.749470932461792,0.111463595048161,NaN,0.156943791157103,0.224,0.698,0.22,0.7,220,700,61799,32266955,3589330,79.1580432737535,32.9348013899849,?,0,0,0,0,-23371277.3976922,-23387564.4127686,-23382995.7371848,-23368135.7467496,-23365294.7467496,?
exp7_kmeans_unit_norm_features1BEST1,2,6,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258099,168135,25822,142313,0,15.3578969280638,84.6421030719363,0,0.100072538099553,0.037049671841317,0.139046528058924,94.9270925951657,99.5362469218721,836478.698361204,843379.732397599,-6901.03403639549,4.97504206953462,5.01608667081571,-0.041044601281087,178651.243982113,1.06254642984574,3590781.95336841,0.060421880586343,169,0.014418947852278,2384,0.985581052147722,162954,0.939578119413658,2628,0.066196631414023,0.060421880586343,0.063177570093458,0.048115624067815,0.765459052941519,0.065030874068213,0.153578969280638,0.053696184497334,0.946303815502666,0.846421030719362,NaN,0.153578969280638,NaN,NaN,0.749475003908177,0.109619831557019,NaN,0.153578969280638,0.222,0.691,0.22,0.69,220,690,61799,32266955,3589330,79.3487376215541,32.9801914520857,?,0,0,0,0,-23396681.1307385,-23412968.1458149,-23408390.1284673,-23393530.1380321,-23390689.1380321,?
exp7_kmeans_unit_norm_features1BEST1,2,7,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258099,167686,25112,142574,0,14.97560917429,85.02439082571,0,0.095440113553183,0.037106542296028,0.13934454487643,95.0700741225638,99.7463619748164,833757.432946725,842423.327140529,-8665.89419380377,4.97213501989865,5.02381431449572,-0.051679294597067,174251.115817539,1.0391512458854,3502116.92062806,0.084476534296029,234,0.014098086298479,2325,0.985901913701521,162591,0.915523465703971,2536,0.091441969519344,0.084476534296029,0.087821354850816,0.073175681855635,0.76831856112636,0.055113322824037,0.1497560917429,0.054586970834592,0.945413029165408,0.8502439082571,NaN,0.1497560917429,NaN,NaN,0.746763566998396,0.106148159768464,NaN,0.1497560917429,0.219,0.701,0.21,0.71,210,710,61799,32266955,3589330,79.3381677659435,33.0539562890531,?,0,0,0,0,-23395786.2291409,-23412073.2442172,-23407496.8778611,-23392636.8874259,-23389795.8874259,?
exp7_kmeans_unit_norm_features1BEST1,2,8,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258100,167253,26655,140598,0,15.9369338666571,84.0630661333429,0,0.105058317317766,0.037009062692104,0.138971885087456,94.8191249351478,99.4781977376752,832371.452088828,828644.177415522,3727.27467330615,4.976720609429,4.95443536089351,0.022285248535489,179928.455642239,1.07578611828929,3616583.62430875,0.061663947797716,189,0.01395960727946,2292,0.98604039272054,161896,0.938336052202284,2876,0.076178960096735,0.061663947797716,0.068157230436351,0.052928398506386,0.766031336138722,0.057876218901774,0.159369338666571,0.054247563486598,0.945752436513403,0.840630661333429,NaN,0.159369338666571,NaN,NaN,0.751678436559594,0.108516472021196,NaN,0.159369338666571,0.245,0.699,0.23,0.69,230,690,61799,32267080,3589205,79.4090390007952,32.8846790460575,?,0,0,0,0,-23416842.611922,-23433129.6269984,-23428549.4953318,-23413689.4993929,-23410848.4993929,?
exp7_kmeans_unit_norm_features1BEST1,2,9,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258100,165738,26151,139587,0,15.7785179017485,84.2214820982515,0,0.103244274312266,0.037048933052613,0.139128454340346,94.9242331169164,99.5937485557761,824581.447757871,830056.402894521,-5474.95513665082,4.97521055978635,5.0082443549127,-0.033033795126349,175580.635230201,1.05938671415246,3529080.80436322,0.051246051246051,146,0.012161656097097,1981,0.987838343902903,160908,0.948753948753949,2703,0.068641278796427,0.051246051246051,0.058681672025724,0.045134174545331,0.766304534536275,0.056422461774696,0.157785179017485,0.054692647165673,0.945307352834327,0.842214820982514,NaN,0.157785179017485,NaN,NaN,0.748545507556026,0.1064567443017,NaN,0.157785179017485,0.221,0.696,0.22,0.7,220,700,61799,32267080,3589205,79.0174854288093,32.7831534452853,?,0,0,0,0,-23426964.8521413,-23443251.8672177,-23438670.0849126,-23423810.0889737,-23420969.0889737,?
exp7_kmeans_unit_norm_features1BEST1,2,10,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258100,165933,25850,140083,0,15.578576895494,84.421423104506,0,0.101484343353367,0.037026671814221,0.139064389360075,94.8663168479941,99.5468757975852,825259.549972316,832115.07205972,-6855.52208740357,4.97345042862069,5.01476542978021,-0.041315001159526,175881.389562924,1.05995425601251,3534980.0369262,0.039537486012682,106,0.013813000759562,2255,0.986186999240438,160997,0.960462513987318,2575,0.044896230410843,0.039537486012682,0.04204680682269,0.027385576013638,0.755462777788191,0.048726686974598,0.15578576895494,0.054285713109795,0.945714286890205,0.84421423104506,NaN,0.15578576895494,NaN,NaN,0.750069600771415,0.109390500694953,NaN,0.15578576895494,0.219,0.694,0.22,0.69,220,690,61799,32267080,3589205,79.0463620859021,32.858836434723,?,0,0,0,0,-23430990.4036869,-23447277.4187634,-23442696.345327,-23427836.3493881,-23424995.3493881,?
exp7_kmeans_unit_norm_features1BEST1,3,1,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258099,168067,25945,142122,0,15.4372958403494,84.5627041596506,0,0.102151723748773,0.037071461087205,0.139285740160895,94.9405963845253,99.6575177145573,838420.616704989,846271.124165327,-7850.50746033818,4.98860940401738,5.03531998646568,-0.046710582448299,179149.427814952,1.06594053451869,3601884.8268669,0.059739434381951,188,0.012399951491632,2045,0.987600048508368,162875,0.940260565618049,2959,0.084191670398567,0.059739434381951,0.069888475836431,0.056043776761683,0.797868477661141,0.067152851719885,0.154372958403494,0.052644774621946,0.947355225378054,0.845627041596506,NaN,0.154372958403494,NaN,NaN,0.749175241554901,0.106929696873517,NaN,0.154372958403494,0.222,0.701,0.22,0.7,220,700,61799,32266955,3589330,78.9286415536661,32.6128804559628,?,0,0,0,0,-23396773.3979515,-23413060.4130279,-23408482.7340206,-23393622.7435854,-23390781.7435854,?
exp7_kmeans_unit_norm_features1BEST1,3,2,weka.classifiers.bayes.BayesNet,'-D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -R -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5',7.46037443258776E+017,20180823.1552,258099,168006,24795,143211,0,14.7584014856612,85.2415985143388,0,0.092553388453605,0.037181886849436,0.139545942500137,95.2624477429344,99.8897615266343,836531.57073707,854833.243931441,-18301.6731943705,4.97917675997923,5.08811140037523,-0.108934640396001,174199.970721345,1.03686755664289,3501633.20674008,0.069135802469136,196,0.018060071077853,2983,0.981939928922147,162188,0.930864197530864,2639,0.061654608367411,0.069135802469136,0.065181243764549,0.048283482218312,0.754953573474177,0.051674588656953,0.147584014856612,0.055442121337191,0.944557878662809,0.852415985143388,NaN,0.147584014856612,NaN,NaN,0.742588532627572,0.101653790299482,NaN,0.147584014856612,0.223,0.692,0.22,0.69,220,690,61799,32266955,3589330,78.728140661643,33.0355184107882,?,0,0,0,0,-23389032.6260485,-23405319.6411248,-23400748.6751069,-23385888.6846717,-23383047.6846717,?
