Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
exp7_kmeans_unit_norm_features1BEST1,1,1,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.1009,257931,167247,32078,135169,0,19.1800151871185,80.8199848128816,0,0.118626935582752,0.037378905463167,0.136579789586962,95.8029863843497,97.8082822385914,829847.070249603,708699.466153193,121147.60409641,4.96180541504244,4.23744202379231,0.724363391250128,153524.57159194,0.917951123738779,3084511.13437314,0,0,0.00049951875632,82,0.99950048124368,164076,1,3089,0,0,0,-0.003038170747338,0.801878872698626,0.082799998330601,0.191800151871185,0.074434516521301,0.925565483478699,0.808199848128816,NaN,0.191800151871185,NaN,NaN,0.769148844416381,0.123112158424315,NaN,0.191800151871185,230.178,3.692,229.05,3.69,229050,3690,41747,32246131,3587131,96.2396933876243,54.4811456305067,?
exp7_kmeans_unit_norm_features1BEST1,1,2,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.1012,257931,168414,31381,137033,0,18.6332490173026,81.3667509826974,0,0.114012842493963,0.037393796661303,0.136722516731525,95.8090203533921,97.8735430623343,838041.150827461,716528.466297747,121512.684529714,4.976077706292,4.25456592859113,0.721511777700866,156768.180032724,0.930850048290069,3150689.30138827,0.010600706713781,33,0.000635204868694,105,0.999364795131306,165196,0.989399293286219,3080,0.239130434782609,0.010600706713781,0.020301445709013,0.046911124277831,0.786853710916631,0.068203597570509,0.186332490173026,0.07390587780787,0.92609412219213,0.813667509826974,NaN,0.186332490173026,NaN,NaN,0.765675871290771,0.118868462985843,NaN,0.186332490173026,232.706,3.833,231.79,3.82,231790,3820,41747,32246131,3587131,96.1772774234921,53.9714692389479,?
exp7_kmeans_unit_norm_features1BEST1,1,3,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.1016,257931,169363,31010,138353,0,18.3097843094418,81.6902156905582,0,0.111672939867624,0.03740693020452,0.136715989518705,95.8404543928168,97.8663206375883,842074.559585831,717817.087203484,124257.472382346,4.97201017687352,4.23833474373673,0.73367543313679,157489.344491214,0.92989226980636,3164888.00342209,0,0,0.000708470424362,118,0.999291529575638,166438,1,2807,0,0,0,-0.003427868437409,0.778001922097078,0.057168044236988,0.183097843094418,0.072796657591043,0.927203342408957,0.816902156905581,NaN,0.183097843094418,NaN,NaN,0.769493421006467,0.119286796946108,NaN,0.183097843094418,233.326,3.683,232.55,3.68,232550,3680,41747,32246131,3587131,96.4478664171041,54.2332511968318,?
exp7_kmeans_unit_norm_features1BEST1,1,4,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.102,257931,166378,31505,134873,0,18.9357968000577,81.0642031999423,0,0.117473034367498,0.037402598099693,0.136699749668979,95.8409076238556,97.8679473003838,827788.658896145,707909.170952224,119879.487943921,4.97534925829223,4.25482438154217,0.720524876750055,152980.84448322,0.91947760210617,3074522.2513284,0.023593466424682,65,0.00045225915672,74,0.99954774084328,163549,0.976406533575318,2690,0.467625899280576,0.023593466424682,0.044920525224603,0.102210409986379,0.803829407411285,0.092212168044506,0.189357968000577,0.07313921102494,0.92686078897506,0.810642031999423,NaN,0.189357968000577,NaN,NaN,0.768003822009839,0.120965986800339,NaN,0.189357968000577,232.177,3.738,231.49,3.74,231490,3740,41747,32246131,3587131,96.2783541093173,54.3456491132433,?
exp7_kmeans_unit_norm_features1BEST1,1,5,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.1024,257931,165851,31197,134654,0,18.8102573997142,81.1897426002858,0,0.115627715626254,0.037405696948544,0.13668528547933,95.8653451923949,97.8765464872871,824243.405387288,703042.142662897,121201.26272439,4.9697825481142,4.23899851470837,0.730784033405828,153238.613420341,0.923953508995065,3079320.8082959,0.027749916415915,83,0.00027017069876,44,0.99972982930124,162816,0.972250083584086,2908,0.653543307086614,0.027749916415915,0.053239255933291,0.132200642971065,0.794514764359393,0.095722750072317,0.188102573997142,0.073738564034272,0.926261435965728,0.811897426002858,NaN,0.188102573997142,NaN,NaN,0.769762925665033,0.119886113716582,NaN,0.188102573997142,232.347,3.658,231.61,3.65,231610,3650,41747,32246131,3587131,96.4962526605206,54.3663054334857,?
exp7_kmeans_unit_norm_features1BEST1,1,6,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.1028,257931,167112,31318,135794,0,18.7407247833788,81.2592752166212,0,0.115377476727866,0.037408061668845,0.136686162017234,95.8491783502117,97.8516480972559,830696.654451466,710402.2444507,120294.410000766,4.97089768808623,4.25105464868292,0.719843039403311,154015.067248902,0.921627813974474,3094998.46619921,0.001126126126126,3,0.001264837517027,208,0.998735162482973,164240,0.998873873873874,2661,0.014218009478673,0.001126126126126,0.002086956521739,-0.000489240991627,0.780764109528749,0.054066572411663,0.187407247833788,0.073566603440662,0.926433396559338,0.812592752166212,NaN,0.187407247833788,NaN,NaN,0.767185876079359,0.120117434478006,NaN,0.187407247833788,231.296,3.629,230.62,3.61,230620,3610,41747,32246131,3587131,96.4389152185361,54.3614645341116,?
exp7_kmeans_unit_norm_features1BEST1,1,7,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.1032,257931,168436,31170,137266,0,18.5055451328695,81.4944548671305,0,0.113088822256229,0.037403635404694,0.136722166510514,95.8208308530385,97.8578718589731,839218.705291032,715740.117349618,123478.587941414,4.98241887299052,4.24932981874195,0.73308905424858,155115.77195617,0.920918164502659,3117922.71623154,0.010200723922343,31,0.001408731718229,233,0.998591268281771,165164,0.989799276077657,3008,0.117424242424242,0.010200723922343,0.018770814411141,0.029582689171825,0.782493385051548,0.072668014685044,0.185055451328695,0.073145101399561,0.926854898600438,0.814944548671305,NaN,0.185055451328695,NaN,NaN,0.770887336561962,0.120328261712271,NaN,0.185055451328695,229.072,3.603,228.39,3.6,228390,3600,41747,32246131,3587131,96.419411527227,54.541057440336,?
exp7_kmeans_unit_norm_features1BEST1,1,8,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.1036,257931,166403,31268,135135,0,18.7905266131019,81.2094733868981,0,0.116479744087872,0.037391987085631,0.13668172471946,95.7833529567239,97.8201689952568,828755.404189604,707917.899244077,120837.504945528,4.98041143602942,4.25423759934663,0.726173836682797,154194.616818919,0.9266336353246,3099266.62001631,0.014400535833892,43,0.000514022408929,84,0.999485977591071,163333,0.985599464166108,2943,0.338582677165354,0.014400535833892,0.027626084163187,0.06675289296921,0.773984713214888,0.070803604895901,0.187905266131019,0.072928537958225,0.927071462041775,0.812094733868981,NaN,0.187905266131019,NaN,NaN,0.77026483831547,0.120195220494793,NaN,0.187905266131019,226.137,3.638,225.58,3.63,225580,3630,41747,32246131,3587131,96.1875687337368,54.2456615345063,?
exp7_kmeans_unit_norm_features1BEST1,1,9,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.104,257931,165823,30843,134980,0,18.5999529618931,81.4000470381069,0,0.113946660017103,0.037380268568512,0.136678440690646,95.7872646766363,97.8567933098969,823915.477580709,702836.217800564,121079.259780146,4.96864414213173,4.23847245436739,0.730171687764337,153358.527231695,0.924832666347218,3081656.41878224,0.003577817531306,10,0.000380302770076,62,0.999619697229924,162966,0.996422182468694,2785,0.138888888888889,0.003577817531306,0.006975933031043,0.019757875191045,0.782691196125841,0.060863386526723,0.185999529618931,0.073376906638431,0.926623093361569,0.814000470381069,NaN,0.185999529618931,NaN,NaN,0.768950358833418,0.12021799721722,NaN,0.185999529618931,226.155,3.597,225.48,3.6,225480,3600,41747,32246131,3587131,96.4799816671994,54.3492711124118,?
exp7_kmeans_unit_norm_features1BEST1,1,10,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3.93211703254655E+018,20180826.1044,257931,165099,29537,135562,0,17.8904778345114,82.1095221654886,0,0.109371517859719,0.037434656142825,0.136865421120284,95.8383810231049,97.8894720924726,825831.251020308,706004.776584691,119826.474435617,5.00203666297378,4.27625107713972,0.72578558583406,154116.93032479,0.933481912820734,3099174.79539533,0.002891217925551,8,0.001441490279181,234,0.998558509720819,162098,0.997108782074449,2759,0.03305785123967,0.002891217925551,0.005317381189764,0.004864427007587,0.75699173812553,0.051948824956604,0.178904778345114,0.070906422964031,0.929093577035969,0.821095221654886,NaN,0.178904778345114,NaN,NaN,0.768140502487311,0.11757467772333,NaN,0.178904778345114,226.19,3.601,225.55,3.6,225550,3600,41747,32246131,3587131,96.0102726243042,54.2149663819515,?
