Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
exp7_kmeans_unit_norm_features4BEST1,1,1,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.01808280529E7,215215.0,139511.0,27366.0,112145.0,0.0,19.615657546716747,80.38434245328325,0.0,0.1205150718496157,0.037111654985058744,0.13635082394309037,95.28291232813133,97.71562130825188,693320.3132430215,589308.9822715344,104011.3309714871,4.969646216018963,4.224104065425195,0.7455421505937675,132784.62894074174,0.9517860881274003,2668983.537710994,0.021967963386727688,48.0,0.0029346227225725647,403.0,0.9970653772774274,136923.0,0.9780320366132723,2137.0,0.10643015521064302,0.021967963386727688,0.036418816388467376,0.04163204488337875,0.764279502139108,0.05787791535871381,0.19615657546716747,0.07736751452961399,0.922632485470386,0.8038434245328325,NaN,0.19615657546716747,NaN,NaN,0.7700743208078654,0.12858636858585604,NaN,0.19615657546716747,228.152,3.142,227.56,3.14,227560.0,3140.0,53746.0,3.551615E7,3951320.0,96.45762699715435,55.375605668719956,?
exp7_kmeans_unit_norm_features4BEST1,1,2,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.01808280533E7,215215.0,139714.0,27742.0,111972.0,0.0,19.856277824699028,80.14372217530097,0.0,0.12272654506457145,0.037158463470611865,0.1364941591759379,95.40176949934086,97.81682916830228,694717.4944958356,592219.1123539518,102498.38214188383,4.972425773335783,4.238795771031906,0.7336300023038768,132049.54126845798,0.9451417987349727,2654366.391081819,0.024567055980668547,61.0,0.0024338524094410156,334.0,0.997566147590559,136897.0,0.9754329440193314,2422.0,0.15443037974683543,0.024567055980668547,0.0423905489923558,0.055075066499594295,0.7989358512835361,0.07728393017858787,0.19856277824699028,0.0771624252390575,0.9228375747609424,0.8014372217530097,NaN,0.19856277824699028,NaN,NaN,0.7675390762031773,0.12516695022128793,NaN,0.19856277824699028,229.379,3.231,229.09,3.22,229090.0,3220.0,53746.0,3.551615E7,3951320.0,96.44201726383899,55.452319066967284,?
exp7_kmeans_unit_norm_features4BEST1,1,3,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.0180828053600002E7,215215.0,139145.0,26565.0,112580.0,0.0,19.091595098638113,80.90840490136189,0.0,0.11449839297379558,0.03716492226601725,0.1365481532562061,95.41796287595854,97.85503960389579,692242.8371170231,590791.2187002341,101451.61841678899,4.974974574127875,4.245867395165001,0.7291071789628731,131583.35038175483,0.9456563324715572,2645156.7836566586,0.04275741710296684,98.0,0.003448956179258036,472.0,0.996551043820742,136381.0,0.9572425828970331,2194.0,0.17192982456140352,0.04275741710296684,0.06848357791754017,0.07833225627984365,0.7913553652663246,0.06550572672521966,0.19091595098638112,0.07768348211211058,0.9223165178878894,0.8090840490136189,NaN,0.19091595098638112,NaN,NaN,0.7676122522498996,0.12513210152313867,NaN,0.19091595098638112,227.83,3.139,227.21,3.14,227210.0,3140.0,53746.0,3.551615E7,3951320.0,96.19677315031083,55.333776760550656,?
exp7_kmeans_unit_norm_features4BEST1,1,4,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.0180828054E7,215215.0,140718.0,27313.0,113405.0,0.0,19.409741468753108,80.59025853124689,0.0,0.11883123706139609,0.03717145087815886,0.13648881924214987,95.42428048409624,97.80050895473924,699624.0474537442,597877.4565303457,101746.5909233985,4.971816309596101,4.2487631755023925,0.7230531340937087,132210.4457201373,0.9395418192422952,2657569.6116524,0.019498607242339833,42.0,0.004005369360006928,555.0,0.995994630639993,138009.0,0.9805013927576601,2112.0,0.07035175879396985,0.019498607242339833,0.03053435114503817,0.029265197871675426,0.7559339151547199,0.05545073572730992,0.19409741468753108,0.07661199371063543,0.9233880062893646,0.8059025853124689,NaN,0.19409741468753108,NaN,NaN,0.7667377308821776,0.12598776676123738,NaN,0.19409741468753108,224.846,3.084,224.71,3.07,224710.0,3070.0,53746.0,3.551615E7,3951320.0,95.99695845591893,55.40211991503546,?
exp7_kmeans_unit_norm_features4BEST1,1,5,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.01808280544E7,215215.0,139752.0,26726.0,113026.0,0.0,19.123876581372716,80.87612341862729,0.0,0.11577527812014207,0.03718815561199498,0.1365693888936457,95.4726047646037,97.8645037517212,694287.551827938,593252.4921661357,101035.05966180225,4.967997251044264,4.245037582046308,0.7229596689979554,130397.61005984296,0.933064357288933,2620905.2544288496,0.02999104744852283,67.0,0.0023560552073183146,324.0,0.9976439447926817,137194.0,0.9700089525514771,2167.0,0.17135549872122763,0.02999104744852283,0.05104761904761905,0.06561780513038387,0.7914828921297036,0.06843964320018926,0.19123876581372717,0.07684366356552336,0.9231563364344766,0.8087612341862729,NaN,0.19123876581372717,NaN,NaN,0.7672741412862154,0.12477542872002315,NaN,0.19123876581372717,223.867,3.077,223.55,3.07,223550.0,3070.0,53746.0,3.551615E7,3951320.0,96.1381590245578,55.42250645750212,?
exp7_kmeans_unit_norm_features4BEST1,1,6,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.01808280548E7,215215.0,139305.0,26501.0,112804.0,0.0,19.023724920139262,80.97627507986074,0.0,0.11289643224977257,0.037180891924575965,0.1365936577559897,95.47515338390562,97.90634507363875,691774.0571600196,593671.7020177023,98102.35514231736,4.965895388966797,4.261668296311707,0.7042270926550903,128952.06594526899,0.9256815329332686,2591731.8357508043,0.029122392758756395,74.0,0.0026688309789125795,365.0,0.9973311690210874,136399.0,0.9708776072412436,2467.0,0.16856492027334852,0.029122392758756395,0.049664429530201344,0.06316000584093001,0.7912450042346666,0.07318351153288116,0.19023724920139262,0.07874588770805684,0.9212541122919432,0.8097627507986074,NaN,0.19023724920139262,NaN,NaN,0.7628228702710675,0.12523609173467223,NaN,0.19023724920139262,223.302,3.074,223.06,3.08,223060.0,3080.0,53746.0,3.551615E7,3951320.0,96.24851943577043,55.60224994487837,?
exp7_kmeans_unit_norm_features4BEST1,1,7,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.01808280552E7,215215.0,139109.0,27664.0,111445.0,0.0,19.88656377373139,80.1134362262686,0.0,0.12468054027181556,0.0371877735288316,0.13652736113800068,95.44154639330834,97.79972887091836,693293.5654777758,591212.1126676268,102081.45281014894,4.983815320919392,4.249991824163978,0.7338234967554144,132022.5455248694,0.9490582602482184,2654500.6814728393,0.0253955037468776,61.0,0.002969855237844441,406.0,0.9970301447621556,136301.0,0.9746044962531224,2341.0,0.13062098501070663,0.0253955037468776,0.04252352736144998,0.050503449363490466,0.777588705107096,0.06989415360757949,0.19886563773731392,0.07560334659468196,0.9243966534053181,0.8011343622626861,NaN,0.19886563773731392,NaN,NaN,0.7688679997172879,0.1251944261639633,NaN,0.19886563773731392,223.214,3.086,222.72,3.09,222720.0,3090.0,53746.0,3.551615E7,3951320.0,96.37550410110057,55.353172618564,?
exp7_kmeans_unit_norm_features4BEST1,1,8,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.01808280555E7,215215.0,140805.0,27284.0,113521.0,0.0,19.377152799971594,80.6228472000284,0.0,0.12045260430816793,0.03715122371001704,0.13653034919136806,95.33005578660409,97.78144220839148,701674.1184313609,597520.0738924565,104154.04453890445,4.983303990848059,4.2435998287877315,0.7397041620603277,134125.6219509249,0.9525629200023074,2696761.017078301,0.01233517652062952,29.0,0.002123448943331359,294.0,0.9978765510566686,138160.0,0.9876648234793705,2322.0,0.08978328173374613,0.01233517652062952,0.02169035153328347,0.027350589207254004,0.8032979052012766,0.06621571889261985,0.19377152799971592,0.07519015220591,0.9248098477940898,0.8062284720002841,NaN,0.19377152799971592,NaN,NaN,0.7682850835981976,0.1264807196095865,NaN,0.19377152799971592,223.531,3.075,223.4,3.07,223400.0,3070.0,53746.0,3.551615E7,3951320.0,96.35737367280991,55.26087967945156,?
exp7_kmeans_unit_norm_features4BEST1,1,9,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.01808280559E7,215216.0,138733.0,27142.0,111591.0,0.0,19.564198856796867,80.43580114320314,0.0,0.12034906067800258,0.03717025619859403,0.1365533387408249,95.41540772755081,97.84002917786879,690775.8668924774,589663.071167559,101112.79572491837,4.9791748674971155,4.250344699296916,0.7288301682002002,132471.8078116855,0.9548687609414162,2663263.564969536,0.006280843427545985,14.0,0.001597022797866729,218.0,0.9984029772021332,136286.0,0.993719156572454,2215.0,0.0603448275862069,0.006280843427545985,0.011377488825680617,0.014413104360631337,0.8050112470801014,0.06857881272657193,0.1956419885679687,0.07702774146468289,0.9229722585353173,0.8043580114320313,NaN,0.1956419885679687,NaN,NaN,0.7664858479802453,0.12578450789276194,NaN,0.1956419885679687,223.886,3.086,223.54,3.08,223540.0,3080.0,53746.0,3.5516315E7,3951155.0,95.99806823178335,55.41756393906989,?
exp7_kmeans_unit_norm_features4BEST1,1,10,weka.classifiers.functions.Logistic,'-C -R 0.005 -M 10',3932117032546553727,2.01808280603E7,215216.0,138303.0,27189.0,111114.0,0.0,19.659009565953017,80.34099043404699,0.0,0.12117862174025906,0.037196424890446764,0.1365312012486447,95.47637814628935,97.81702599146904,688622.5637827103,587001.8720212291,101620.69176148123,4.979086236616055,4.244317708373854,0.7347685282422017,130704.60394948263,0.9450597886487107,2627727.7736986014,0.05008787346221441,114.0,0.002176038580575915,296.0,0.9978239614194241,135731.0,0.9499121265377856,2162.0,0.2780487804878049,0.05008787346221441,0.08488458674609084,0.11211880333017128,0.7809236556636777,0.06824372524680462,0.19659009565953017,0.0770662685269482,0.9229337314730517,0.8034099043404699,NaN,0.19659009565953017,NaN,NaN,0.7686980062124593,0.12467830412948949,NaN,0.19659009565953017,223.381,3.078,223.23,3.08,223230.0,3080.0,53746.0,3.5516315E7,3951155.0,96.39921042927486,55.392913548143255,?
